Sample Num:,H applied(Oe),H GaussMeter (Oe),Mx (emu),M_X Corrected (emu),Xsi_x,My (emu),Sqrt(mx^2+my^2),Mag Current (A),Set Current (A),Mag Voltage (mV),Mag Coil-1 Temp (°C),Mag Coil-2 Temp (°C),Position (mm),s,time (s),Water Flow (L/min),Avg.Time(s/pnt):1.000000,Coil-Set #:30,Sample:tape_casette_0.2x0.2mm,Time Constant:1 s,Senstivity:5 uv,CoilConstant (mV/emu):30.740000,Version:v2.6.6,MPS Version: 3.5.5,VSM Version: 2.1.2
206,-433.205727,-432.257862,2.01E-06,-4.69E-06,,-2.04E-07,0.00000203,-0.1791,-0.31824,-160.551418,16.65625,17,15.903947,1,11671.32453,1,,,,,,,,,
207,-413.205727,-414.635582,2.23E-06,-4.53E-06,,-9.47E-09,0.00000223,-0.168399,-0.305077,-149.910267,16.625,17,15.893421,1,11726.63916,1,,,,,,,,,
208,-393.205727,-393.256931,1.97E-06,-4.85E-06,,-2.57E-07,0.00000199,-0.155296,-0.291898,-144.312155,16.65625,17,15.901316,1,11781.94544,1,,,,,,,,,
209,-373.205727,-374.54818,2.22E-06,-4.66E-06,,-1.10E-06,0.00000248,-0.141105,-0.278684,-131.437174,16.625,17,15.893421,1,11837.27081,1,,,,,,,,,
210,-353.205727,-353.751209,2.96E-06,-3.98E-06,,-6.53E-08,0.00000296,-0.130004,-0.265416,-127.463665,16.65625,16.9375,15.898684,1,11892.59489,1,,,,,,,,,
211,-333.205727,-334.828148,3.59E-06,-3.41E-06,,-2.91E-07,0.0000036,-0.116615,-0.252074,-109.166571,16.65625,17,15.897368,1,11947.86859,1,,,,,,,,,
212,-313.205727,-314.37299,2.01E-06,-5.05E-06,,-1.40E-07,0.00000202,-0.103626,-0.23864,-102.844156,16.65625,16.9375,15.884211,1,12003.15791,1,,,,,,,,,
213,-293.205727,-291.858841,3.05E-06,-4.07E-06,,-9.94E-08,0.00000305,-0.089149,-0.225094,-83.193226,16.625,17,15.894737,1,12067.96832,1,,,,,,,,,
214,-273.205727,-275.086815,3.02E-06,-4.15E-06,,-2.08E-06,0.00000367,-0.079364,-0.211418,-79.998173,16.65625,17,15.898684,1,12123.29704,1,,,,,,,,,
215,-253.205727,-255.757318,3.26E-06,-3.97E-06,,-1.81E-06,0.00000373,-0.063915,-0.197592,-63.799524,16.625,16.9375,15.902632,1,12178.64422,1,,,,,,,,,
216,-233.205727,-235.525707,3.75E-06,-3.54E-06,,-1.98E-06,0.00000424,-0.049552,-0.183597,-55.229742,16.65625,16.9375,15.894737,1,12233.94741,1,,,,,,,,,
217,-213.205727,-211.843014,4.19E-06,-3.17E-06,,-1.45E-06,0.00000443,-0.035362,-0.169414,-37.420029,16.59375,17,15.905263,1,12279.66659,1,,,,,,,,,
218,-193.205727,-192.440044,4.45E-06,-2.97E-06,,-5.04E-07,0.00000448,-0.018482,-0.155024,-27.354258,16.59375,17,15.901316,1,12354.09451,1,,,,,,,,,
219,-173.205727,-201.153521,2.40E-06,-5.00E-06,,-2.56E-07,0.00000241,-0.034389,-0.140408,-36.946186,16.625,16.9375,15.903947,1,12390.30768,1,,,,,,,,,
220,-153.205727,-138.054163,4.05E-06,-3.54E-06,,-1.15E-07,0.00000405,0.017395,-0.125547,-0.128614,16.625,16.875,15.913158,1,12502.93359,1,,,,,,,,,
221,-133.205727,-134.311813,4.04E-06,-3.56E-06,,-4.73E-09,0.00000404,0.015678,-0.110422,-0.121845,16.59375,16.9375,15.9,1,12577.32821,1,,,,,,,,,
222,-113.205727,-131.364672,4.12E-06,-3.49E-06,,-9.75E-08,0.00000412,-0.01276,-0.094995,0.148922,16.59375,17,15.898684,1,12720.80932,1,,,,,,,,,
223,-93.205727,-94.599833,6.04E-06,-1.68E-06,,-1.26E-06,0.00000617,0.013675,-0.079028,24.017052,16.5625,16.9375,15.901316,1,12805.64165,1,,,,,,,,,
224,-73.205727,-70.90408,4.62E-06,-3.17E-06,,-1.96E-06,0.00000502,0.028495,-0.062555,38.360945,16.59375,17,15.901316,1,12871.37817,1,,,,,,,,,
225,-53.205727,-54.072722,4.73E-06,-3.11E-06,,-1.10E-06,0.00000485,0.041542,-0.045704,44.683359,16.625,16.9375,15.897368,1,12927.59523,1,,,,,,,,,
226,-33.205727,-32.519468,4.06E-06,-3.84E-06,,-9.26E-09,0.00000406,0.059795,-0.028602,58.079567,16.625,17,15.906579,1,12973.35136,1,,,,,,,,,
227,-13.205727,-13.986952,5.06E-06,-2.90E-06,,1.47E-07,0.00000506,0.072441,-0.011378,72.057924,16.5625,16.9375,15.902632,1,13029.56356,1,,,,,,,,,
228,6.794273,8.634324,4.53E-06,-3.50E-06,,-1.90E-06,0.00000491,0.086688,0.005851,85.975359,16.59375,16.9375,15.894737,1,13075.28304,1,,,,,,,,,
229,26.794273,25.543762,5.71E-06,-2.37E-06,,-6.42E-07,0.00000574,0.096187,0.023088,103.697073,16.59375,16.875,15.9,1,13130.57224,1,,,,,,,,,
230,46.794273,45.788488,6.08E-06,-2.06E-06,,1.39E-06,0.00000624,0.11095,0.040242,100.826941,16.59375,16.9375,15.903947,1,13185.87707,0,,,,,,,,,
231,66.794273,66.688304,5.75E-06,-2.45E-06,,-4.45E-08,0.00000575,0.12537,0.057188,116.484055,16.59375,16.9375,15.902632,1,13241.18192,1,,,,,,,,,
232,86.794273,85.059802,6.95E-06,-1.31E-06,,-1.60E-06,0.00000713,0.136299,0.073796,118.690807,16.59375,16.875,15.896053,1,13296.50239,1,,,,,,,,,
233,106.794273,108.222229,7.84E-06,-4.85E-07,,-1.17E-06,0.00000793,0.154266,0.089939,149.104734,16.59375,16.9375,15.906579,1,13342.23858,1,,,,,,,,,
234,126.794273,126.755629,7.29E-06,-1.09E-06,,-3.81E-07,0.0000073,0.166168,0.105514,144.041388,16.59375,16.9375,15.905263,1,13397.51173,1,,,,,,,,,
235,146.794273,148.241066,7.04E-06,-1.40E-06,,-1.13E-06,0.00000713,0.179901,0.120728,166.914448,16.59375,16.875,15.903947,1,13443.2478,1,,,,,,,,,
236,166.794273,168.094271,7.12E-06,-1.38E-06,,-1.58E-07,0.00000712,0.194664,0.135672,179.938351,16.59375,16.9375,15.893421,1,13488.99928,1,,,,,,,,,
237,186.794273,186.957943,6.66E-06,-1.90E-06,,-4.18E-07,0.00000667,0.203647,0.150364,178.029442,16.53125,16.875,15.905263,1,13544.27236,1,,,,,,,,,
238,206.794273,206.265099,8.13E-06,-4.89E-07,,-4.42E-07,0.00000815,0.217266,0.164824,199.474205,16.59375,16.9375,15.898684,1,13599.59354,1,,,,,,,,,
239,226.794273,227.635584,8.86E-06,1.77E-07,,-2.40E-07,0.00000886,0.231399,0.179071,216.410694,16.59375,16.9375,15.898684,1,13645.32911,1,,,,,,,,,
240,246.794273,246.354023,9.81E-06,1.07E-06,,-1.27E-07,0.00000982,0.242214,0.193125,218.475294,16.59375,16.9375,15.897368,1,13700.61796,1,,,,,,,,,
241,266.794273,268.433754,6.37E-06,-2.44E-06,,-2.04E-06,0.00000669,0.258407,0.207003,253.248573,16.59375,17,15.897368,1,13746.36945,1,,,,,,,,,
242,286.794273,285.421879,8.76E-06,-9.63E-08,,-5.68E-09,0.00000876,0.269794,0.220725,252.28735,16.5625,16.875,15.901316,1,13801.65273,1,,,,,,,,,
243,306.794273,307.754436,8.56E-06,-3.63E-07,,2.10E-06,0.00000881,0.28553,0.234311,253.803646,16.625,16.9375,15.892105,1,13847.34575,1,,,,,,,,,
244,326.794273,325.899124,9.07E-06,9.23E-08,,-9.89E-07,0.00000912,0.296688,0.247779,261.006054,16.625,16.875,15.888158,1,13902.65036,1,,,,,,,,,
245,346.794273,347.777042,1.08E-05,1.76E-06,,6.07E-07,0.00001082,0.31042,0.261148,290.215067,16.5625,16.875,15.9,1,13948.38632,1,,,,,,,,,
246,366.794273,367.799053,1.00E-05,8.97E-07,,-1.26E-06,0.00001012,0.324954,0.274438,288.319696,16.59375,16.9375,15.902632,1,13994.13755,1,,,,,,,,,
247,386.794273,388.691807,1.02E-05,1.03E-06,,-4.61E-07,0.00001017,0.33863,0.287667,307.300478,16.5625,16.875,15.897368,1,14039.87261,1,,,,,,,,,
248,406.794273,405.601867,9.87E-06,6.53E-07,,-1.33E-06,0.00000996,0.346584,0.300855,311.510908,16.59375,16.875,15.9,1,14095.14657,1,,,,,,,,,
249,426.794273,427.98494,1.06E-05,1.32E-06,,-5.96E-08,0.00001056,0.364379,0.314021,318.327473,16.59375,16.875,15.906579,1,14140.88125,1,,,,,,,,,
250,446.794273,447.384022,1.08E-05,1.46E-06,,-4.92E-07,0.00001078,0.376396,0.327184,328.366167,16.5625,16.9375,15.907895,1,14205.7399,1,,,,,,,,,
251,466.794273,469.254498,1.15E-05,2.09E-06,,2.66E-07,0.00001146,0.389957,0.340363,363.004063,16.625,16.9375,15.898684,1,14251.50783,1,,,,,,,,,
252,516.794273,516.43766,1.26E-05,3.05E-06,,-7.03E-07,0.00001261,0.420112,0.373504,378.850714,16.625,16.9375,15.906579,1,14306.82924,1,,,,,,,,,
253,566.794273,565.458023,1.30E-05,3.30E-06,,-1.15E-06,0.00001304,0.45124,0.407163,404.783443,16.625,16.9375,15.893421,1,14362.13343,1,,,,,,,,,
254,616.794273,616.945885,1.57E-05,5.85E-06,,-3.54E-07,0.00001569,0.488605,0.441637,434.432453,16.65625,16.9375,15.913158,1,14407.88496,1,,,,,,,,,
255,666.794273,669.330101,7.70E-06,-2.31E-06,,3.00E-06,0.00000826,0.519733,0.477225,461.258715,16.59375,16.9375,15.906579,1,14453.63643,1,,,,,,,,,
256,716.794273,717.734161,1.05E-05,3.47E-07,,-1.92E-06,0.0000107,0.549201,0.514221,492.484943,16.5625,16.875,15.902632,1,14499.37258,1,,,,,,,,,
257,766.794273,768.032516,1.64E-05,6.10E-06,,1.21E-06,0.00001643,0.58525,0.552701,518.160444,16.5625,16.875,15.901316,1,14545.12428,1,,,,,,,,,
258,816.794273,816.538185,1.50E-05,4.55E-06,,4.54E-07,0.00001498,0.61861,0.592423,551.620502,16.59375,16.875,15.890789,1,14590.89062,1,,,,,,,,,
259,866.794273,868.858734,1.61E-05,5.49E-06,,4.47E-07,0.00001615,0.651912,0.633116,574.446178,16.59375,16.9375,15.910526,1,14636.64279,1,,,,,,,,,
260,916.794273,917.957169,1.52E-05,4.45E-06,,-1.02E-06,0.00001528,0.684871,0.674511,601.123518,16.59375,16.9375,15.909211,1,14682.37803,1,,,,,,,,,
261,966.794273,969.273033,1.72E-05,6.29E-06,,-1.26E-07,0.00001718,0.716857,0.716338,641.792753,16.5625,16.875,15.905263,1,14709.00635,1,,,,,,,,,
262,1066.794273,1066.999863,1.83E-05,7.10E-06,,-1.67E-06,0.00001841,0.778827,0.800207,687.613335,16.59375,16.875,15.903947,1,14754.75783,1,,,,,,,,,
263,1166.794273,1166.092896,1.87E-05,7.20E-06,,2.65E-07,0.00001868,0.84217,0.882566,741.699085,16.5625,16.875,15.911842,1,14800.50908,1,,,,,,,,,
264,1266.794273,1265.06636,1.99E-05,8.10E-06,,-7.13E-07,0.00001992,0.901336,0.961257,799.426655,16.59375,16.9375,15.906579,1,14846.2444,1,,,,,,,,,
265,1366.794273,1368.637253,1.82E-05,6.09E-06,,3.01E-06,0.00001845,0.969772,1.034554,851.996109,16.59375,16.875,15.909211,1,14901.54916,1,,,,,,,,,
266,1466.794273,1464.62439,2.06E-05,8.21E-06,,2.08E-06,0.00002067,1.027278,1.104169,906.32555,16.5625,16.9375,15.894737,1,14947.31696,1,,,,,,,,,
267,1566.794273,1565.771485,1.90E-05,6.30E-06,,-3.01E-06,0.00001924,1.092796,1.171224,961.067911,16.59375,16.875,15.898684,1,15012.12678,1,,,,,,,,,
268,1666.794273,1665.460159,2.06E-05,7.60E-06,,1.64E-06,0.00002067,1.158142,1.236463,1024.25144,16.625,16.9375,15.897368,1,15057.87852,1,,,,,,,,,
269,1766.794273,1768.220612,1.99E-05,6.60E-06,,1.23E-06,0.00001999,1.221256,1.300631,1073.375381,16.59375,16.9375,15.905263,1,15113.19925,1,,,,,,,,,
270,1866.794273,1864.76503,1.98E-05,6.21E-06,,-1.86E-06,0.00001989,1.287918,1.364473,1132.93063,16.59375,16.9375,15.902632,1,15158.96695,1,,,,,,,,,
271,1966.794273,1968.019165,1.99E-05,6.00E-06,,-3.68E-07,0.00001987,1.352748,1.428733,1190.847736,16.59375,16.9375,15.898684,1,15214.25564,1,,,,,,,,,
272,2216.794273,2216.706177,2.33E-05,8.65E-06,,-5.30E-07,0.00002327,1.51411,1.594062,1331.585764,16.59375,16.875,15.901316,1,15269.54459,1,,,,,,,,,
273,2466.794273,2468.357483,2.39E-05,8.49E-06,,-2.34E-06,0.00002402,1.679077,1.761391,1468.86474,16.59375,16.9375,15.894737,1,15324.86512,1,,,,,,,,,
274,2716.794273,2717.117676,2.23E-05,6.15E-06,,-1.07E-06,0.00002232,1.837291,1.928549,1607.991703,16.59375,16.9375,15.901316,1,15380.12273,1,,,,,,,,,
275,2966.794273,2967.695648,2.46E-05,7.70E-06,,-7.11E-07,0.0000246,1.997051,2.094378,1757.583818,16.53125,16.9375,15.898684,1,15435.41181,1,,,,,,,,,
276,3216.794273,3217.892303,2.76E-05,9.95E-06,,3.43E-06,0.00002781,2.158927,2.259209,1883.903492,16.59375,16.875,15.898684,1,15490.73297,1,,,,,,,,,
277,3466.794273,3467.678009,2.63E-05,7.90E-06,,2.10E-06,0.00002637,2.320861,2.423533,2027.125809,16.59375,16.9375,15.9,1,15546.00504,1,,,,,,,,,
278,3716.794273,3717.285797,2.73E-05,8.15E-06,,1.78E-07,0.00002731,2.484626,2.58742,2179.31052,16.59375,16.9375,15.898684,1,15601.27807,1,,,,,,,,,
279,3966.794273,3967.575317,2.75E-05,7.60E-06,,-1.30E-07,0.00002752,2.644672,2.750188,2308.737247,16.59375,16.9375,15.894737,1,15656.58342,1,,,,,,,,,
280,4466.794273,4468.879883,2.79E-05,6.49E-06,,-1.39E-06,0.00002791,2.963218,3.080726,2601.619371,16.59375,16.9375,15.917105,1,15711.88843,1,,,,,,,,,
281,4966.794273,4968.598877,2.96E-05,6.69E-06,,3.92E-06,0.00002986,3.285255,3.423167,2876.928703,16.59375,17,15.886842,1,15767.19396,1,,,,,,,,,
282,5966.794273,5965.494568,3.40E-05,8.10E-06,,2.22E-06,0.00003409,3.919544,4.106504,3421.732641,16.59375,16.9375,15.906579,1,15832.05245,1,,,,,,,,,
